# # Pt                                                           FEFF 10.0.0 
# # POT  SCF  20  5.0000   0, core-hole, AFOLP (folp(0)= 1.150)
# # Abs   Z=78 Rmt= 1.459 Rnm= 1.495 L3 shell
# # Pot 1 Z=78 Rmt= 1.474 Rnm= 1.512
# # Gam_ch=5.171E+00 H-L exch Vi= 1.000E+00 Vr= 1.000E+00
# # Mu=-6.268E+00eV kf=2.095E+00 Vint=-1.599E+01eV Rs_int= 1.731
# FMS rfms= 9.0000
# # PATH  Rmax=-1.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
#  S02=1.000  Temp=   0.00  Debye_temp=   0.00  Global_sig2= 0.00000
#  Energy zero shift, vr, vi    0.00000E+00   0.00000E+00
#  Curved wave amplitude ratio filter   4.000%
#     file         sig2 tot  cw amp ratio   deg  nlegs   reff  inp sig2
#     0/   0 paths used
#  xsedge+ 50, used to normalize mu           3.7414E-04
#  -----------------------------------------------------------------------
#  omega    e    k    mu    mu0     chi     @#
     11512.0895075863      -57.2675181000       -3.6226253281    3.9847187985E-02    3.6151730641E-02    3.6954573435E-03
     11513.0895075863      -56.2675181000       -3.5862160547    4.0466920023E-02    3.6709680178E-02    3.7572398453E-03
     11514.0895075863      -55.2675181000       -3.5494334428    4.1111632560E-02    3.7289273467E-02    3.8223590928E-03
     11515.0895075863      -54.2675181000       -3.5122657631    4.1782988332E-02    3.7891886325E-02    3.8911020072E-03
     11516.0895075863      -53.2675181000       -3.4747000462    4.2482803159E-02    3.8519015559E-02    3.9637875993E-03
     11517.0895075863      -52.2675181000       -3.4367242306    4.3213063927E-02    3.9172292574E-02    4.0407713532E-03
     11518.0895075863      -51.2675181000       -3.3983238162    4.3975949160E-02    3.9853498843E-02    4.1224503173E-03
     11519.0895075863      -50.2675181000       -3.3594844966    4.4773852601E-02    4.0564583563E-02    4.2092690382E-03
     11520.0895075863      -49.2675181000       -3.3201909971    4.5609410343E-02    4.1307683845E-02    4.3017264979E-03
     11521.0895075863      -48.2675181000       -3.2804267375    4.6485532138E-02    4.2085147886E-02    4.4003842517E-03
     11522.0895075863      -47.2675181000       -3.2401745174    4.7405437642E-02    4.2899561633E-02    4.5058760087E-03
     11523.0895075863      -46.2675181000       -3.1994161857    4.8372698530E-02    4.3753779578E-02    4.6189189517E-03
     11524.0895075863      -45.2675181000       -3.1581316078    4.9391287605E-02    4.4650960441E-02    4.7403271645E-03
     11525.0895075863      -44.2675181000       -3.1163001420    5.0465636277E-02    4.5594608655E-02    4.8710276220E-03
     11526.0895075863      -43.2675181000       -3.0738994613    5.1600702116E-02    4.6588622802E-02    5.0120793135E-03
     11527.0895075863      -42.2675181000       -3.0309058172    5.2802048578E-02    4.7637352364E-02    5.1646962139E-03
     11528.0895075863      -41.2675181000       -2.9872933226    5.4075939501E-02    4.8745664497E-02    5.3302750047E-03
     11529.0895075863      -40.2675181000       -2.9430346105    5.5429451647E-02    4.9919022957E-02    5.5104286899E-03
     11530.0895075863      -39.2675181000       -2.8981003682    5.6870609366E-02    5.1163581796E-02    5.7070275699E-03
     11531.0895075863      -38.2675181000       -2.8524580746    5.8408546592E-02    5.2486297141E-02    5.9222494512E-03
     11532.0895075863      -37.2675181000       -2.8060734827    6.0053702751E-02    5.3895061226E-02    6.1586415241E-03
     11533.0895075863      -36.2675181000       -2.7589093071    6.1818061054E-02    5.5398863977E-02    6.4191970773E-03
     11534.0895075863      -35.2675181000       -2.7109245448    6.3715440121E-02    5.7007988914E-02    6.7074512065E-03
     11535.0895075863      -34.2675181000       -2.6620749822    6.5761853139E-02    5.8734252118E-02    7.0276010209E-03
     11536.0895075863      -33.2675181000       -2.6123121864    6.7975953261E-02    6.0591295575E-02    7.3846576860E-03
     11537.0895075863      -32.2675181000       -2.5615830183    7.0379589935E-02    6.2594949755E-02    7.7846401802E-03
     11538.0895075863      -31.2675181000       -2.5098283720    7.2998509187E-02    6.4763685008E-02    8.2348241790E-03
     11539.0895075863      -30.2675181000       -2.4569840519    7.5863242342E-02    6.7119177881E-02    8.7440644607E-03
     11540.0895075863      -29.2675181000       -2.4029778151    7.9010243835E-02    6.9687027514E-02    9.3232163208E-03
     11541.0895075863      -28.2675181000       -2.3477296596    8.2483361564E-02    7.2497669870E-02    9.9856916932E-03
     11542.0895075863      -27.2675181000       -2.2911494664    8.6335756051E-02    7.5587555494E-02    1.0748200557E-02
     11543.0895075863      -26.2675181000       -2.2331362757    9.0632432297E-02    7.9000682136E-02    1.1631750161E-02
     11544.0895075863      -25.2675181000       -2.1735752517    9.5453618308E-02    8.2790610881E-02    1.2663007428E-02
     11545.0895075863      -24.2675181000       -2.1123354666    1.0089932889E-01    8.7023149265E-02    1.3876179622E-02
     11546.0895075863      -23.2675181000       -2.0492663191    1.0709561159E-01    9.1779966807E-02    1.5315644785E-02
     11547.0895075863      -22.2675181000       -1.9841936954    1.1420321486E-01    9.7163532381E-02    1.7039682481E-02
     11548.0895075863      -21.2675181000       -1.9169132400    1.2242979689E-01    1.0330395346E-01    1.9125843422E-02
     11549.0895075863      -20.2675181000       -1.8471837768    1.3204739156E-01    1.1036859432E-01    2.1678797236E-02
     11550.0895075863      -19.2675181000       -1.7747167214    1.4341780250E-01    1.1857581916E-01    2.4841983341E-02
     11551.0895075863      -18.2675181000       -1.6991619081    1.5703013237E-01    1.2821495407E-01    2.8815178298E-02
     11552.0895075863      -17.2675181000       -1.6200872587    1.7355712449E-01    1.3967575920E-01    3.3881365292E-02
